"Date","Open","High","Low","Close","Volume"
15068,2124.3701171875,2125.53002929688,2103.82006835938,2115.8701171875,301800
15069,2118.080078125,2130.42993164062,2107.78002929688,2130.42993164062,327700
15070,2129.1298828125,2136.2900390625,2119.65991210938,2126.7099609375,423000
15071,2133.31005859375,2135.72998046875,2111.5400390625,2122.13989257812,382800
15072,2119.01000976562,2135.97998046875,2118.71997070312,2127.96997070312,392800
15075,2127.19995117188,2135.330078125,2115.88989257812,2122.38989257812,316100
15076,2117.2099609375,2117.2099609375,2088.669921875,2089.39990234375,311100
15077,2091.67993164062,2121.92993164062,2081.97998046875,2121.919921875,348100
15078,2116.48999023438,2141.07006835938,2109.6298828125,2141.06005859375,371700
15079,2136.27001953125,2142.7099609375,2126.59008789062,2140.5,356700
15082,2146.830078125,2149.44995117188,2128.02001953125,2137.71997070312,358300
15083,2117.93994140625,2136.94995117188,2111.60009765625,2122.67993164062,375000
15084,2146.3798828125,2169.93994140625,2138.80004882812,2169.90991210938,374300
15085,2190.63989257812,2211.36010742188,2183.52001953125,2198.5400390625,416000
15086,2203.0400390625,2208.06005859375,2190.8701171875,2197.82006835938,390800
15089,2205.19995117188,2218.07006835938,2199.27001953125,2216,354000
15090,2219.46997070312,2222.56005859375,2196.76000976562,2206.30004882812,439300
15091,2225.94995117188,2231.46997070312,2191.82006835938,2206.69995117188,423200
15092,2215.419921875,2225.35009765625,2194.14990234375,2208.35009765625,354900
15093,2211.330078125,2219.60009765625,2177.80004882812,2192.36010742188,364100
15096,2203.09008789062,2229.09008789062,2202.919921875,2228.9599609375,302500
15097,2224.39990234375,2228.0400390625,2188.11010742188,2200.72998046875,375100
15098,2196.89990234375,2201.68994140625,2173.2099609375,2180.63989257812,393700
15100,2153.5,2156.81005859375,2133.96997070312,2147.44995117188,344200
15103,2157.94995117188,2161.92993164062,2136.59008789062,2139.169921875,253900
15105,2161.43994140625,2166.6298828125,2144.93994140625,2166.6298828125,378000
15106,2139.23999023438,2149.419921875,2122.60009765625,2122.64990234375,382300
15107,2133.98999023438,2134.53002929688,2103.06005859375,2120.080078125,397100
15110,2104.669921875,2115.25,2097.15991210938,2104.17993164062,273600
15111,2103.82006835938,2111.43994140625,2092.32006835938,2102.40991210938,300800
15112,2110.69995117188,2138.71997070312,2106.40991210938,2135.78002929688,260000
15113,2141.2900390625,2143.40991210938,2092.61010742188,2095.51000976562,283400
15114,2101.44995117188,2112.47998046875,2084.06005859375,2111.5,282800
15117,2100.43994140625,2100.43994140625,2055.7099609375,2055.7099609375,293000
15118,2052.43994140625,2070.63989257812,2048.55004882812,2061.76000976562,268500
15119,2073.53002929688,2082.1201171875,2030.68005371094,2035.86999511719,345000
15120,2059.92993164062,2094.35009765625,2056.48999023438,2091.90991210938,296700
15121,2087.36010742188,2111.36010742188,2085.23999023438,2100.23999023438,272800
15124,2115.27001953125,2116.1298828125,2085.75,2093.7900390625,213200
15125,2104.15991210938,2146.7900390625,2102.77001953125,2142.46997070312,303300
15126,2142.669921875,2152.94995117188,2132.85009765625,2141.34008789062,294700
15127,2098.3701171875,2126.80004882812,2093.96997070312,2114.19995117188,248800
15128,2123.46997070312,2131.92993164062,2108.75,2113.46997070312,264100
15132,2093.44995117188,2106.85009765625,2091.26000976562,2099.7099609375,246600
15133,2102.96997070312,2109.11010742188,2068.78002929688,2083.35009765625,281400
15134,2076.69995117188,2088.82006835938,2067.580078125,2071.419921875,283700
15135,2085.85009765625,2093.93994140625,2045.23999023438,2046.67004394531,265900
15138,2030.5400390625,2057.64990234375,2025.42004394531,2048.73999023438,218500
15139,2045.21997070312,2082.25,2040.68994140625,2076.830078125,209500
15140,2087.9599609375,2091,2064.82006835938,2086.53002929688,229200
15141,2057.15991210938,2068.169921875,2043.81005859375,2046.63000488281,234200
15142,2057.4599609375,2058.669921875,2008.83996582031,2031.93005371094,282500
15145,2034.34997558594,2047.11999511719,2017.52001953125,2019.65002441406,229200
15146,2041.15002441406,2051.18994140625,2015.85998535156,2048.169921875,278600
15147,2066.90991210938,2074.4599609375,2059.36010742188,2063.89990234375,263800
15148,2048.06005859375,2064.9599609375,2048.06005859375,2055.86010742188,259600
15149,2063.919921875,2090.82006835938,2062.26000976562,2090.81005859375,294100
15152,2076.01000976562,2076.93994140625,2058.39990234375,2070.2900390625,246500
15153,2092.93994140625,2099.93994140625,2062.90991210938,2062.90991210938,328600
15154,2097.8701171875,2098.94995117188,2081.7099609375,2094.419921875,256100
15155,2103.59008789062,2105.46997070312,2091.09008789062,2100.68994140625,257300
15156,2120.03002929688,2131.669921875,2116.67993164062,2125.73999023438,273400
15159,2143.23999023438,2153.2900390625,2141.97998046875,2145.30004882812,290500
15160,2149.39990234375,2163.3701171875,2145.8701171875,2161.75,284900
15161,2156.93994140625,2171.18994140625,2155.330078125,2171.18994140625,275900
15162,2167.17993164062,2184.93994140625,2165.14990234375,2180.59008789062,355600
15163,2192.830078125,2192.830078125,2173.9599609375,2180.35009765625,323000
15166,2167.93994140625,2171.2900390625,2151.84008789062,2157.15991210938,240700
15167,2131.07006835938,2136.97998046875,2107.94995117188,2109.72998046875,286400
15168,2117.1201171875,2129.63989257812,2107.6298828125,2129.63989257812,306100
15169,2119.06005859375,2130.080078125,2105.23999023438,2130.07006835938,307400
15170,2123.57006835938,2145.19995117188,2123,2145.19995117188,272100
15173,2149.96997070312,2149.96997070312,2121.72998046875,2130.47998046875,329000
15174,2127.1298828125,2140.43994140625,2123.42993164062,2130.2099609375,303500
15175,2158.8798828125,2164.21997070312,2149.25,2154.94995117188,373900
15176,2153.93994140625,2155.48999023438,2135.65991210938,2145.0400390625,362300
15177,2162,2171.23999023438,2153.48999023438,2171.22998046875,413000
15180,2154,2158.35009765625,2146.98999023438,2150.47998046875,342000
15181,2163.080078125,2168.69995117188,2148.21997070312,2168.69995117188,330200
15182,2152.65991210938,2174.72998046875,2151.84008789062,2174.31005859375,297100
15183,2138.61010742188,2160.43994140625,2138.61010742188,2155.85009765625,299500
15184,2159.27001953125,2159.27001953125,2133.2099609375,2133.2099609375,328800
15187,2160.09008789062,2173.28002929688,2158.23999023438,2172.31005859375,262800
15188,2152.85009765625,2155.43994140625,2114.75,2121.27001953125,350300
15189,2079.18994140625,2080.76000976562,2056.53002929688,2066.26000976562,434500
15190,2067.169921875,2071.03002929688,2015.22998046875,2018.46997070312,356400
15191,1937.17004394531,1966.72998046875,1920.67004394531,1943.75,481000
15194,1916.56994628906,1939.92004394531,1800,1869.44995117188,571100
15195,1807.88000488281,1828.63000488281,1684.68005371094,1801.34997558594,685000
15196,1877.40002441406,1877.40002441406,1802.2900390625,1806.23999023438,486300
15197,1733.92004394531,1832.47998046875,1733.92004394531,1817.43994140625,438900
15198,1844.13000488281,1847.11999511719,1788.96997070312,1793.31005859375,468900
15202,1850.53002929688,1879.86999511719,1848.81994628906,1879.86999511719,423500
15203,1868.84997558594,1906.60998535156,1868.59997558594,1892.67004394531,431000
15204,1891.81994628906,1894.93994140625,1833.33996582031,1860.57995605469,503400
15205,1789.78002929688,1797.18005371094,1744.85998535156,1744.88000488281,503800
15208,1756.58996582031,1763.64001464844,1704.5400390625,1710.69995117188,420300
15209,1735.22998046875,1781.92004394531,1719.96997070312,1776.68005371094,428500
15210,1788.39001464844,1799.10998535156,1744.06994628906,1754.78002929688,412600
15211,1791.07995605469,1803.77001953125,1762.7900390625,1764.57995605469,398200
15212,1754.39001464844,1782.90002441406,1754.39001464844,1778.94995117188,311000
15215,1807.59997558594,1836.66003417969,1787.2900390625,1829.5,339100
15216,1853.77001953125,1863.51000976562,1835.65002441406,1843.81994628906,493200
15217,1846.89001464844,1880.10998535156,1837.81994628906,1880.10998535156,410400
15218,1887.2099609375,1928.40002441406,1877.40002441406,1880.69995117188,500400
15219,1872.61999511719,1890.85998535156,1853.69995117188,1867.75,442600
15222,1829.30004882812,1829.75,1785.81994628906,1785.82995605469,414000
15223,1752.97998046875,1790.46997070312,1744.03002929688,1766.7099609375,505300
15224,1811.59997558594,1833.5400390625,1798.7900390625,1833.4599609375,417900
15225,1858.05004882812,1858.05004882812,1826.43994140625,1846.64001464844,416700
15226,1817.09997558594,1847.05004882812,1812.90002441406,1812.93005371094,331900
15231,1804.08996582031,1807.46997070312,1743.78002929688,1749.16003417969,339700
15232,1797.18005371094,1806.63000488281,1742.91003417969,1774.07995605469,392100
15233,1819.44995117188,1844.52001953125,1807.61999511719,1840.09997558594,430100
15236,1818.90002441406,1839.81994628906,1813.09997558594,1820.93994140625,335600
15237,1819.83996582031,1840.72998046875,1793.75,1837.96997070312,321200
15238,1842.17004394531,1869.77001953125,1831.94995117188,1854.28002929688,297600
15239,1807.23999023438,1819.81005859375,1785.68994140625,1800.55004882812,295400
15240,1736.38000488281,1743.48999023438,1697.39001464844,1697.43994140625,411800
15243,1720.5,1721.03002929688,1644.10998535156,1652.7099609375,424300
15244,1704.25,1735.7099609375,1695.05004882812,1735.7099609375,339800
15245,1751.0400390625,1762.67004394531,1723.07995605469,1723.08996582031,344400
15246,1713.09997558594,1769.75,1706.90002441406,1769.2900390625,373900
15247,1759.52001953125,1774.2900390625,1742.89001464844,1769.65002441406,354200
15252,1718.52001953125,1718.52001953125,1659.31005859375,1666.52001953125,336300
15253,1714.83996582031,1733.69995117188,1707.77001953125,1710.31994628906,352600
15254,1751.55004882812,1765.43005371094,1747.42004394531,1759.77001953125,334700
15257,1763.30004882812,1783.36999511719,1761.68005371094,1766.43994140625,274600
15258,1810.35998535156,1811.14001464844,1792.78002929688,1795.02001953125,4e+05
15259,1789.65002441406,1810.51000976562,1778.96997070312,1809.5,355300
15260,1831.94995117188,1837.48999023438,1823.09997558594,1823.09997558594,431600
15261,1816.18994140625,1839.18994140625,1803.42004394531,1835.40002441406,349000
15264,1855.71997070312,1865.18005371094,1845.43005371094,1865.18005371094,367700
15265,1826.43994140625,1845.18005371094,1822.91003417969,1838.90002441406,323500
15266,1851.83996582031,1855.93005371094,1834.38000488281,1855.92004394531,340000
15267,1857.4599609375,1870.5,1804.10998535156,1805.08996582031,349100
15268,1831.89001464844,1843.51000976562,1809.42004394531,1838.38000488281,355200
15271,1858.26000976562,1898.31994628906,1858.22998046875,1898.31994628906,373900
15272,1900.98999023438,1905.78002929688,1883.68005371094,1888.65002441406,354800
15273,1871.68994140625,1896.02001953125,1864.98999023438,1894.31005859375,384800
15274,1906.16003417969,1923.97998046875,1891.22998046875,1922.0400390625,418300
15275,1961.08996582031,1963.73999023438,1920.81005859375,1929.47998046875,508800
15278,1922.31005859375,1941.31994628906,1902.0400390625,1909.03002929688,393700
15279,1891.21997070312,1925.07995605469,1891.21997070312,1909.63000488281,353600
15280,1870.51000976562,1899.34997558594,1859.82995605469,1898.01000976562,389600
15281,1895.14001464844,1895.14001464844,1863.56994628906,1869.9599609375,436400
15282,1911.56005859375,1929.01000976562,1906.32995605469,1928.41003417969,466600
15285,1932.94995117188,1932.94995117188,1915.38000488281,1919.09997558594,349700
15286,1927.89001464844,1928.06994628906,1900.08996582031,1903.14001464844,403200
15287,1925.85998535156,1929.65002441406,1897.46997070312,1907.53002929688,434600
15288,1860.9599609375,1862.27001953125,1813.25,1813.25,401900
15289,1840.97998046875,1863.4599609375,1823.86999511719,1863.44995117188,296900
15292,1889.32995605469,1907.61999511719,1889.32995605469,1902.81005859375,327300
15293,1888.67004394531,1900.57995605469,1878.42004394531,1886.11999511719,361400
15294,1898.14001464844,1911.32995605469,1853.13000488281,1856.06994628906,407800
15295,1862.86999511719,1876.88000488281,1835.72998046875,1876.67004394531,353100
15296,1839.63000488281,1850.0400390625,1832.17004394531,1839.17004394531,337100
15299,1833.90002441406,1833.90002441406,1811.68994140625,1820.03002929688,299700
15300,1798.41003417969,1830.83996582031,1797.93005371094,1826.28002929688,271100
15301,1820.85998535156,1820.85998535156,1780.23999023438,1783.09997558594,411200
15302,1775.81994628906,1800.01000976562,1769.43005371094,1795.06005859375,280400
15303,1780.06005859375,1790.81005859375,1766.72998046875,1776.40002441406,306400
15306,1804.80004882812,1816.65002441406,1795.39001464844,1815.28002929688,277700
15307,1828.30004882812,1856.76000976562,1823.93005371094,1856.52001953125,329500
15308,1847.17004394531,1858.09997558594,1838.69995117188,1847.51000976562,334600
15309,1911.5,1926.32995605469,1908.32995605469,1916.18005371094,500500
15310,1914.41003417969,1920.64001464844,1905.68994140625,1916.0400390625,389300
15313,1928.4599609375,1929.18005371094,1911.60998535156,1922.90002441406,330200
15314,1914.48999023438,1920.69995117188,1892.01000976562,1902.81994628906,383400
15315,1914.5,1921.52001953125,1904.52001953125,1919.42004394531,402800
15316,1911.06994628906,1925.56005859375,1898.33996582031,1912.39001464844,426900
15317,1883.85998535156,1894.58996582031,1872.67004394531,1874.75,372800
15320,1902.75,1903.18994140625,1890.18005371094,1899.76000976562,409600
15321,1877.40002441406,1880.40002441406,1863.77001953125,1864.06005859375,450100
15322,1852.19995117188,1864.7900390625,1851.89001464844,1857.75,401900
15323,1834.81994628906,1840.93994140625,1817.60998535156,1819.10998535156,409600
15324,1827.82995605469,1842.93994140625,1823.68005371094,1839.9599609375,490000
15327,1829.48999023438,1829.48999023438,1750.59997558594,1776.93005371094,684300
15328,1791.61999511719,1797.58996582031,1780.09997558594,1793.06005859375,389800
15329,1837.98999023438,1850.67004394531,1831.26000976562,1848.41003417969,516900
15330,1841.22998046875,1847.48999023438,1835.91003417969,1847.48999023438,406400
15331,1861.06994628906,1872.31005859375,1859.40002441406,1867.21997070312,466300
15334,1873.06994628906,1873.7900390625,1851.98999023438,1856.69995117188,434700
15335,1856.78002929688,1864.7099609375,1813.47998046875,1842.02001953125,529900
15336,1833.26000976562,1833.26000976562,1817.96997070312,1825.11999511719,378700
15337,1815.63000488281,1835.18994140625,1806.88000488281,1825.73999023438,344600
15341,1831.68994140625,1837.81005859375,1814.55004882812,1826.36999511719,323400
15342,1846.56005859375,1875.41003417969,1846.56005859375,1875.41003417969,443500
15343,1883.47998046875,1884.68994140625,1866.21997070312,1866.21997070312,494500
15344,1869.42004394531,1875.96997070312,1860.56994628906,1863.73999023438,533800
15345,1867.11999511719,1867.11999511719,1824.2900390625,1843.14001464844,472700
15348,1832.0400390625,1832.0400390625,1810.47998046875,1826.48999023438,395500
15349,1841.13000488281,1859.55004882812,1840.46997070312,1853.21997070312,388600
15350,1857.5400390625,1857.81994628906,1843.11999511719,1845.55004882812,448000
15351,1853.09997558594,1864.56994628906,1837.9599609375,1864.56994628906,476300
15352,1865.71997070312,1881.83996582031,1861.53002929688,1875.68005371094,475000
15355,1860.77001953125,1863.31994628906,1843.85998535156,1859.27001953125,391900
15356,1878.16003417969,1892.76000976562,1878.16003417969,1892.73999023438,432000
15357,1891.17004394531,1898.69995117188,1884.32995605469,1892.39001464844,428000
15358,1912.43005371094,1914.97998046875,1902.02001953125,1914.96997070312,374400
15359,1922.13000488281,1952.08996582031,1922.13000488281,1949.89001464844,404800
15364,1947.73999023438,1973.34997558594,1945.14001464844,1952.22998046875,375900
15365,1959.18994140625,1962.7099609375,1949.51000976562,1957.18005371094,408000
15366,1960.69995117188,1966.19995117188,1949.4599609375,1964.82995605469,448900
15369,1956.63000488281,1961.59997558594,1936.14001464844,1940.55004882812,411700
15370,1943.25,1960.43994140625,1936.68005371094,1955.7900390625,469200
15371,1948.56994628906,1969.80004882812,1947.4599609375,1959.23999023438,501100
15372,1982.22998046875,1993.88000488281,1977.31994628906,1984.30004882812,641000
15373,1982.23999023438,1982.61999511719,1961.94995117188,1972.33996582031,535900
15376,1994.2099609375,1996.05004882812,1964.77001953125,1973.13000488281,523200
15377,1976.77001953125,1983.81994628906,1971.32995605469,1981.58996582031,539400
15378,1985.2099609375,2003.72998046875,1982.98999023438,2003.72998046875,587900
15379,1998.19995117188,2014.61999511719,1978.51000976562,2014.61999511719,557600
15380,2010.0400390625,2011.52001953125,1986.9599609375,1993.7099609375,696700
15383,2000.66003417969,2010.66003417969,1991.28002929688,2005.73999023438,452800
15384,1999.53002929688,2008.65002441406,1995.59997558594,2002.64001464844,515900
15385,2012,2026.75,2009.68005371094,2025.31994628906,681500
15386,2005.36999511719,2012.43994140625,1995.98999023438,1997.44995117188,696700
15387,2025.56005859375,2031.40002441406,2019.7900390625,2023.46997070312,731100
15390,2041.51000976562,2047.43005371094,2024.58996582031,2024.90002441406,733900
15391,2022.05004882812,2030.4599609375,2007.4599609375,2024.23999023438,709000
15392,2018.06994628906,2028.93005371094,2015.30004882812,2028.65002441406,883700
15393,2016.4599609375,2016.4599609375,2001.25,2007.80004882812,690100
15394,2010.59997558594,2019.90002441406,1998.39001464844,2019.89001464844,717900
15397,2013.60998535156,2013.68994140625,1987.73999023438,1991.16003417969,636000
15398,1995.93005371094,2006.26000976562,1992.66003417969,2003.68994140625,607900
15399,2015.38000488281,2033.63000488281,2015.38000488281,2030.25,562600
15401,2041.52001953125,2046.81994628906,2033.5,2034.63000488281,483200
15404,2028.96997070312,2030.56994628906,2011.5,2016.06005859375,548000
15405,2019.28002929688,2023.82995605469,1988.85998535156,2000.35998535156,554700
15406,1968.71997070312,1987.96997070312,1966.68994140625,1982.15002441406,511300
15407,1989.30004882812,2004.71997070312,1978.7900390625,2000.76000976562,456100
15408,2017.67004394531,2022.94995117188,2001.67004394531,2018.30004882812,416400
15411,2018.72998046875,2019.14001464844,2001.5,2002.5,375500
15412,2012.91003417969,2028.97998046875,2012.91003417969,2025.0400390625,448900
15413,2050.5,2057.28002929688,2045.07995605469,2045.07995605469,541100
15414,2044.01000976562,2050.47998046875,2038.59997558594,2043.76000976562,476100
15415,2054.6298828125,2054.98999023438,2034.2099609375,2034.43994140625,464200
15418,2040.06994628906,2050.8701171875,2036.34997558594,2047,555800
15419,2046.38000488281,2055.34008789062,2035.26000976562,2042.15002441406,540300
15420,2031.57995605469,2039.80004882812,2022.96997070312,2027.22998046875,517100
15421,2026.75,2031.42004394531,2017.93005371094,2026.11999511719,541700
15422,2015.06994628906,2029.77001953125,2013.71997070312,2026.82995605469,506800
15425,2035.17004394531,2041.05004882812,2012.85998535156,2019.18994140625,437000
15426,2042.46997070312,2043.75,2028.39001464844,2039.76000976562,606400
15427,2034.34997558594,2038.44995117188,2028.10998535156,2031.73999023438,533800
15428,2019.41003417969,2025.22998046875,2004.93994140625,2014.41003417969,470300
15429,2011.5,2018.08996582031,2002.60998535156,2014.0400390625,449900
15432,2022.42004394531,2031.7900390625,2015.71997070312,2029.2900390625,409900
15433,2040.81005859375,2051.80004882812,2038.52001953125,2049.28002929688,593300
15434,2046.90002441406,2048.11010742188,2015.56994628906,2018.60998535156,621500
15435,2006.27001953125,2030.68994140625,1997.11999511719,2028.77001953125,549300
15436,2026.31994628906,2033.48999023438,2022.81005859375,2029.03002929688,536300
15439,2008.03002929688,2009.35998535156,1995.80004882812,1997.07995605469,466700
15440,2000.77001953125,2011.27001953125,1990.13000488281,1994.41003417969,543700
15442,1985.16003417969,1986.63000488281,1969.08996582031,1986.63000488281,391500
15443,2001.7099609375,2011.36999511719,1996.22998046875,2008.91003417969,495300
15446,1985.28002929688,1998.34997558594,1982.93005371094,1992.63000488281,452500
15447,1995.32995605469,1999.5,1982.43994140625,1985.30004882812,445700
15448,2014.22998046875,2014.94995117188,2001.58996582031,2004.53002929688,382900
15449,2000.40002441406,2008.81994628906,1994.60998535156,1999.85998535156,412100
15450,1988.21997070312,1988.21997070312,1970.5400390625,1974.65002441406,518700
15453,1971.39001464844,1980.93994140625,1964.11999511719,1972.63000488281,585200
15454,1956.75,1972.23999023438,1954.01000976562,1963.42004394531,630800
15455,1980.51000976562,1980.51000976562,1961.96997070312,1961.97998046875,681800
15456,1976.81994628906,1979.43005371094,1955.05004882812,1964.0400390625,607400
15457,1972.05004882812,1983.26000976562,1967.83996582031,1975.34997558594,484700
15460,1989.52001953125,1991.11999511719,1975.4599609375,1981.98999023438,837900
15462,1994.17004394531,2001.10998535156,1989.55004882812,1999.06994628906,653000
15463,1995.78002929688,1998.90002441406,1990.44995117188,1995.10998535156,685800
15464,1987.03002929688,1992.09997558594,1981.57995605469,1989.15002441406,608800
15467,1956.06005859375,1960.51000976562,1952.42004394531,1956.43994140625,533700
15468,1967.28002929688,1969.64001464844,1961.43994140625,1967.01000976562,492700
15469,1958.31005859375,1962.0400390625,1945.31005859375,1950.2900390625,468000
15470,1944.80004882812,1951.51000976562,1937.14001464844,1944.93005371094,425100
15471,1939,1939,1915.68994140625,1917.13000488281,535900
15474,1917.26000976562,1921.65002441406,1900.43005371094,1913.72998046875,399000
15475,1897.73999023438,1904.98999023438,1881.80004882812,1898.9599609375,524600
15476,1886.68994140625,1889.2900390625,1840.22998046875,1840.53002929688,426200
15477,1842.82995605469,1856.33996582031,1833.07995605469,1845.23999023438,444300
15478,1813.7900390625,1813.7900390625,1779.46997070312,1782.4599609375,547800
15481,1801.47998046875,1804.47998046875,1788.32995605469,1799.13000488281,414100
15482,1825.81994628906,1831.06005859375,1813.53002929688,1828.68994140625,428400
15483,1815.32995605469,1815.32995605469,1796.5,1808.61999511719,447600
15484,1807.06994628906,1816.97998046875,1800.73999023438,1814.46997070312,407900
15485,1818.61999511719,1831.78002929688,1815.5400390625,1824.17004394531,386500
15489,1821.63000488281,1851.93994140625,1817.90002441406,1849.91003417969,328000
15490,1846.11999511719,1846.59997558594,1828.82995605469,1844.85998535156,417000
15491,1819.98999023438,1843.48999023438,1813.01000976562,1843.46997070312,447900
15492,1832.07995605469,1842,1821.97998046875,1834.51000976562,334400
15495,1782.57995605469,1794.02001953125,1776.84997558594,1783.13000488281,395100
15496,1799.88000488281,1806.10998535156,1791.83996582031,1801.84997558594,338800
15498,1839.48999023438,1853.19995117188,1839.48999023438,1847.94995117188,403400
15499,1854,1854.58996582031,1832.82995605469,1835.64001464844,379800
15502,1860.90002441406,1869.32995605469,1859.73999023438,1867.0400390625,382200
15503,1840.56005859375,1857.93005371094,1840.09997558594,1854.73999023438,421400
15504,1867.44995117188,1867.44995117188,1849.7099609375,1859.31994628906,558300
15505,1856.56994628906,1871.47998046875,1855.06005859375,1871.47998046875,426600
15506,1871.47998046875,1871.47998046875,1847.18994140625,1858.16003417969,452500
15509,1892.91003417969,1901.10998535156,1887.05004882812,1891.7099609375,376300
15510,1885.56005859375,1895.31994628906,1883.56005859375,1891.77001953125,380900
15511,1908.18994140625,1908.18994140625,1895.27001953125,1904.11999511719,367700
15512,1895.51000976562,1900.43994140625,1879.65002441406,1889.15002441406,390200
15513,1861.43994140625,1863.56994628906,1843.56994628906,1847.39001464844,300700
15516,1842.76000976562,1842.76000976562,1813.41003417969,1825.38000488281,291200
15517,1818.51000976562,1826.66003417969,1814.4599609375,1817.81005859375,313300
15518,1815.69995117188,1821.46997070312,1795.16003417969,1817.65002441406,319500
15519,1826.36999511719,1827.34997558594,1806.07995605469,1819.18005371094,309700
15520,1808.60998535156,1854.01000976562,1801.63000488281,1854.01000976562,320600
15523,1864.72998046875,1865.93005371094,1851.28002929688,1851.65002441406,273600
15524,1858.69995117188,1871.07995605469,1858.43994140625,1867.81994628906,348200
15525,1875.52001953125,1881.68005371094,1871.83996582031,1874.44995117188,336100
15526,1870.53002929688,1878.13000488281,1866.91003417969,1875.48999023438,324200
